X,causal
"After the freighter was full of Colombian dope, it was transferred on the ocean to a handful of medium-sized boats and eventually to smaller craft that blended in with recreation boaters for the trip to American soil.",False
The impact of the floating body effect on noise is investigated in this work for the first time.,False
"The major phytochemical constitutes of the plant are elephantopin, triterpenes, stigmasterol epifriedelinol and lupeol.",False
"Once upon a pond, there lived a froggery of Muppet frogs and their leader, Kermit the Frog.",False
The polluted water has been poured into a local river.,False
"The evangelist blasts the patrons with the news that they're going to hell, if they don't come to his meeting and get saved.",False
Genetic disorders are caused by the mutation of a gene.,True
The woman placed the baby in a plastic bio-hazard bag and threw it out.,False
In Dutch camping culture empty beer cases are saved and stacked up into a wall by youths.,False
A lonely teacher finds a friend with the help of an umbrella.,False
And so this book involves the reader in a true educational process which is also fun.,False
Power is generated by an electrochemical reaction of hydrogen and oxygen that yields as its by-product only heat and H2O.,True
The GAA's Central Council passed a number of motions regarding discipline at a special meeting on Saturday.,False
The hero enters into the building.,False
The money to buy the properties was coming from his own pocket and it was risky for him.,False
"The dynamite used in blasting for the South Island Line had been stored at a depot in Chung Hom Shan, near Stanley.",False
The big fish has been pushed into the deeper sea.,False
This player has moved to the next round.,False
The effect is a series of poems relating a story of one man's journey to find happiness.,False
The license is issued from the new state after verifying the particulars of the applicant license from the original issuing state.,False
"By now, our early radio wave is travelling into outer space.",False
"Within a matter of months, Tavi Gevinson, the author of a blog called Style Rookie, was feted by designers.",False
The three valves of the trumpet add lengths of tubing to the instrument to lower the pitch.,False
The list was generated from an open call for nominations and prioritized based on factors including the age of the structure.,False
Doctor saves boy with a drill.,False
The flux sensor moves a half circle around the filament in order to measure the spatial directivity of each heater.,False
"Nonetheless, people in the film industry were sounding alarm bells by the end of the year.",False
My equipment was built in another country.,False
Most of the hairstyles from past days of Hollywood glory have unique features that are set in place.,False
A bed of ancient lava seemed to mark the commencement of the eruption from the craters of the great chain of the Andes.,False
A little girl finds a lost shoe with the help of her imaginary dinosaur companion.,False
The soldiers moved into the newest post.,False
Their ancestors reached the island using bamboo rafts.,False
It is the only journal dedicated to veterinary imaging.,False
A computer program called Trakl'Bigi generates poems in the style of the expressionist poet Georg Trakl.,False
The foundry's main business is the manufacture of church bells and their fittings and accessories.,False
U.S. astronauts took weapons into space with them.,False
The loaded shotgun disappears from the seat of the truck after the fights in the casino.,False
"The storm is generated by an upwelling of warmer air, similar to a terrestrial thunderhead.",True
"The film uses flashbacks as a device to tell the story, which was based on a 1947 novel by David Goodis.",False
These documents survey the literature and recommend limits for worker exposure to hazards.,False
This is the eye of the bull in the constellation Taurus.,False
Shampoos work by using acid to remove hard water scale.,False
"The base of the clock was constructed from standard LEGOs, encasing two mindstorm servo motors.",False
"The word ""Latin"" originates from an ancient race called the Lats.",False
For 20 years the magazine has been dedicated to American old-time music.,False
There is in fact a socialist party in America and there are real socialists.,False
"Explaining the mysterious term barley wine, the authors share their secrets of how to brew this challenging high-alcohol, hoppy, sweet ale that is every brewer's crowning achievement.",False
The world was enclosed in an egg before creation.,False
"He wrote an article, that pointed out factual problems in the work of New York Times columnist and author David Brooks.",False
It included elements from Latin literature and Arab-influenced Spain and North Africa.,False
"The English title is derived from a quip in the story, and works well enough.",False
"I am at my happiest when I am in a smoke-filled, crowded bar with the riffraff of savages I call my friends, our voices raised, our faces flushed, our speech slurred, as we strumble from one poorly constructed argument to the next half-baked bagful of lies (to quote Michael Jackson).",False
The work was such a popular success that the poet wrote a sequel.,False
"The annual residence league of various sport codes, the Mini Olympics held during the September break has proven very popular amongst our students.",False
It was in this period that the new religion spread into the empire.,False
"There was a pair of odd looking 12"" three ways I built for a friend, the woofers were in a box screwed to the back of 4 foot high raindrop-shaped panels which housed the midranges and tweeters.",False
Light blue shows the additional extent of an extreme flood from rivers or the sea.,True
The teacher always assigned students to groups.,False
"From the outset, the TV reporters started talking about two disasters: the natural disaster which was caused by the hurricane and the man-made disaster which happened in New Orleans, the blame for which was laid at the hands of George Bush.",True
The products of business entity within the export processing zone are shipped to non-bonded areas.,False
The poison was in a bottle of pricey wine.,False
"So, in the night, when the men in the fort were asleep, White Fang applied his teeth to the stick that held him.",False
"The company has assembled a portfolio of precious and base metal exploration prospects in Ontario, Saskatchewan, and the North West Territories.",False
"Rather, the avenger killed the victim with a rifle, often from a secure hiding place or in ambush.",False
Another manuscript introduced justice in terms of contractual justice.,False
"Members of the Bletchley team went on to build the first post-war computers in the UK, at Manchester and Cambridge.",False
"Within a little over a month from inception, schedules had to be expanded from 41 daily trips to 97 in an effort to meet the crush of passengers.",False
It serves only the self-serving purposes of the political parties; it provides them a faithful horde of believers.,False
Hundreds of bomb have been dropped into the target region.,False
"The Galileoscope is named after the Italian astronomer, who first observed the heavens through a telescope 400 years ago.",False
The methods of almost all procedures were extensively described in an earlier publication.,False
There was a man with shovel and hoe.,False
"By the time of the inquest of 1106 the dignity of the canons and their enjoyment of ""all... free honourable customs"" in their lands and houses is clear.",False
Iraqi air force pilots took flight into history.,False
Another reason for the impression of energy and optimism caused by many posters is their very nature as images of propaganda.,True
"The course studies in depth the complex interaction between issues of conflict, security and development.",False
She left the engine running because the car was full of snakes used in her exotic routine.,False
"The soft-spoken, professorial chef spoke with knife in hand passionately about why he's been drawn to Thai cooking for twenty-five years.",False
The Prince (Italian: Il Principe) is a political treatise by an Italian public servant and political theorist.,False
"The communion of saints (in Latin, communio sanctorum) is the spiritual union of all Christians living and the dead, those on earth, in heaven and, in Catholic belief, in purgatory.",False
A certificated security for which the certificate has been surrendered to the issuer is reached by a creditor by legal process upon the issuer.,False
"Steroid Nation (TM) is an online journal looking at the use of anabolic steroids in sports, youth, and society.",False
Timoshenko commented its laughter after the joke of Putin about Yushchenko and Of.,True
His efforts have been invested into this main objective.,False
He was distressed and smeared in dust and held a bottle full of blood in his hands.,False
The explosion caused a crater on the ground and destroyed several stalls.,True
"The video then shows the damage caused by the aircraft as it hit the north tower, follows the disintegrating plane through the interior, and then shows the airplane metal, ignited fuel, dust and smoke exiting the building on the opposite side.",True
"The whole episode was documented on video and stills, but these have never come to light.",False
The sound came from a wooden structure two hundred yards away.,False
"I crawled over to the edge of the building where there was still a fragment of wall and peered over, trying to see what was going on.",False
The next two generations have departed into an uncertain future survival without Mother.,False
"The ornaments were blown into complicated, multi-piece molds.",False
"There are many different types of saw blades, each of which is designed for a particular cut.",False
The album comes with rambling notes from Wolf detailing the ideas behind each song.,False
"A year later, in September 1941, he and a fellow prisoner dug a tunnel from an incinerator to a point beyond the perimeter.",False
A vehicle accident with a utility pole cause a power outage.,True
In this way he gathered materials for weekly epistles destined to enlighten some county town or some bench of rustic magistrates.,False
Controversy and even heated debate with respect to the ethical issues involved has broken out in Germany and other parts of the world.,False
"An eyewitness account to a turning point in the Civil War, From the Pen of a She-Rebel chronicles not only a community's near destruction but also its endurance.",False
"A few weeks after we sent the Taylors our final report, a letter arrived from the headquarters of the Green Howards in England.",False
"A chain saw is one of those tools that can be described thusly: When you need one, nothing else will really do.",False
The applicant graduated from an accredited school of dentistry.,False
The garden also comprises large natural patches of renosterveld fynbos and succulent karoo vegetation.,False
"Colds and flu cause high fevers in babies and toddlers, but with the flu, the fever will last more than one or two days.",True
My father is going into college at his old age.,False
"When you press and hold K1 Button for about 3 seconds, the green indicator of the headset flashes once every 3 seconds.",False
"Additionally, all hydrants and valves are pressure tested at the manufacturing facility.",False
"During the first documented outbreak of human infections with H5N1, which occurred in Hong Kong in 1997, the 18 human cases coincided with an outbreak of highly pathogenic avian influenza, caused by a virtually identical virus, in poultry farms and live markets.",True
The popular soap has been moved to prime time.,False
"Wrinkles from laughing is a good sign of a healthy, happy life.",True
"Good vineyards, on the other hand, growing better and lower yielding varieties were owned and farmed under the supervision of the church or nobility.",False
"With grain spirits, the initial fermentation takes place after the starch that is naturally present is converted into sugar.",False
Figures show that the crisis is spreading into Israel's economy.,False
"The damage caused by the "" W32/Sircam"" computer virus is expanding in Japan.",True
The map was locked in a safe in the clerk's office except when it was being viewed by someone in the presence of the clerk.,False
"Yesterday I put on my largest pants, those pants that were in a box slated to go to Goodwill.",False
"The scum rake mechanism consists of a rotating bridge with attached skimmers, which are suitable for an effective removal of scum of various consistencies, even of a light, creamy consistency.",False
"Earlier, a dray of terrified ground squirrels ran for their lives as flames raced their way.",False
After that I mentioned that the reagent was in a bottle packed with vermiculite as a filler between the carton & the bottle.,False
"The illusion has been examined in a number of different psychological experiments, and suggested as a basis for other biases.",False
Contemporary criticism commented on the weaknesses of the opera's characters and the storyline.,False
The singer arrived to the outdoor stage for rehearsal.,False
"Baljinder Singh is still recovering in The Alfred hospital, a week after he was stabbed in the stomach with a screwdriver by two men as they robbed him of his wallet.",False
The life of the kathoey kick boxer is related in the 2003 movie Beautiful Boxer.,False
"He has fear from darkness, ghosts, robbers & being alone, of thunder, in the crowd, of death, of disease, of evil, that something may happen.",True
"Unfortunately though, to the surprise of all present, the ship completely dissapeared from the harbour.",False
"The state was the source of capital, raw materials and labour.",False
The word asphalt was derived from that term because of the lumps of gooey petroleum that were washed up on the lake shores from underwater seeps.,False
The lord continues to demonstrate his faithfulness through the generous giving of His people.,False
"Several times a flock of wild ducks (Anas superciliosd) flew over, evidently making their way to the more open water- ways several miles west.",False
"Entrepreneur creates a debate over ""Amber Alert"" kiosks.",False
The award was bestowed to the organization.,False
"At 73 meters underwater, a petty officer reached the surface using his Drager apparatus.",False
The roof of the building was equipped with two helicopter landing pads that became vital during the fire.,False
The choice was recorded when the cow touched the training card with its nuzzle.,False
What this type of memory does is it allows itself to sync with the CPU bus of the computer giving it the capability to run at higher clock speeds.,False
This plan is the result of a focused analysis of crime and disorder over the last three years.,False
This page is a guide to the floating world of cyberspace.,False
One of the recurring themes of the book is the influence of religion in motivating and structuring Dutch emigration.,False
"The children, seated on their mother's laps, played with toys on a table in front of a picture with holes in it.",False
The precipitate of DPA Na together with the filter is transferred to a bottle with cold water in it where it is dissolved by shaking.,False
"There is a short addition by the scribe which matches that on the Kirkham Priory copy, above.",False
There were concrete blocks inside a caisson.,False
She tried to find out what key on your keyboard fits your personalty.,False
"Officer Daniel testified that the methamphetamine was inside a glass container that was placed and sealed inside a ""Winnie the Pooh"" plastic container.",False
"Adler's belief in human teleology was a radical departure from the ""cause-and-effect"" determinism of science at the beginning of the 20th century.",False
The bungalow was built inside a barn.,False
"Berserk is one title in recent memory which does an admirable job of throwing a veritable zoo of creeps, thugs, demons, monsters, and fetid creatures before the reader in each volume, inviting awe at the creativity and skill involved in conceiving of and executing such disgusting vermin.",False
My apartment complex treated the yard with a poison to kill locusts.,False
NASA is sending astronauts to an asteroid.,False
"To take the fragment of green material first, I found it caught in the bolt of the communicating door between that room and the adjoining one.",False
The team has moved into fifth place in career scoring at ND.,False
The exhibition displayed a historical view of video game development from early arcade games to the present.,False
"The object was inside a nylon bag, and the blasting caps were inside a plastic case.",False
Such tools sped up the drug development process by years.,False
It is a wonderful way to show off your prized china pieces in a handsome China hutch.,False
It is unfortunate that the constitution was prepared by leaders of political parties and not legal experts.,False
The musician also treated the wood with a preparation of borax in the manner of Stradivari.,False
She was pouring the hot agarose into the casting tray.,False
The team then sequenced the captured DNA with the GS FLX Titanium series chemistry.,False
"In a disturbing laboratory experiment in which a gun was hidden in a drawer, many boys found the weapon, played with it and even pulled the trigger without knowing whether it was loaded.",False
"The Vice President for Development is responsible to the president of the university for planning, coordinating and managing the gift procurement programs of the University.",False
The students enforced it with violence.,False
Much of the difference in the total damage caused by the Nisqually and the Northridge earthquakes can be attributed to the Nisqually earthquake's location.,True
"The train is going away from the photographer, pushing its cars to gain elevation.",False
The fluids are enclosed in a vertical cylinder of aspect ratio and heated from below.,False
The loading takes a couple of days and the ship sails from the port with the help of the local pilot who knows every inch of the area.,False
"Accidentally, one worker was locked in a refrigerator boxcar, and the rest of the workmen left the site.",False
"Like tofu, tempeh is made from soybeans, but tempeh is a whole soybean product with different nutritional characteristics and textural qualities.",False
"Godfrey and I, caught up in the whirl of insects, had become part of the forest, too.",False
"Whatever the case, we have added tessellate into our favorite songs.",False
"Surveys were completed by respondents using a variety of browser software programs, each configured differently with different displays.",False
Breast abscess is caused by infection of the engorged glandular system of the breasts.,True
The study assessed the effectiveness of the world's fisheries management regimes using evaluations by nearly 1200 fisheries experts.,False
The act promotes efficiency through limitation of the copyright owner's available monetary damages.,False
"As soon as the ceremony is done, the couple holds a bottle with love testimony in it and puts it into the ocean.",False
Grace did as she was told as Adele poured flour into the liquid mixture.,False
"I found, moreover, a body of trained and earnest school workers, whose wealth of experience, professional spirit, and loyal support of the new organization gave ample assurance of advancement in all departments of public school work.",False
The fat and cholesterol cause heart disease; the animal protein causes cancer.,True
Other early organisms have released barium into sulphate depleted pore-waters.,False
High fees charged by senior lawyers became a point of discussion at the Apex Court hearing the Ambani brothers' gas row.,False
The country has resumed manufacturing of components and assembly of centrifuge machines under IAEA supervision.,False
The preforms were blown into the bottles.,False
One plant was sealed in a flask as described.,False
The acetoin was first distilled from the filtrate and subsequently oxidized to biacetyl.,False
It has taken time and effort to get the metal out of the ground.,False
The pillars of the ruins of Persepolis are famous and an example of the glories of Iran during the reign of the Darius emperors.,False
You reassigned them after making a change in the registry through the administrative console or by using wsadmin scriptin.,False
This humorous fable illustrates the progress of education and gives valuable insights into how it could continue to develop in the decades to come.,False
One of the best resources for programmers is the excellent (and free) book Small Memory by Charles Weir and James Noble.,False
Karzai brought more technocrats into his government.,False
The basin has sunk into a deep depression.,False
The designer made up these sets for us from leftover fabirc.,False
"This notification declares the names of plants, plant pests or carriers that are considered to be prohibited.",False
"In the following essay, Allen discusses Flannery O'Connor's use of animal imagery to depict her notion of the world as a zoo of misfits in her novel Wise Blood.",False
The researcher started the interview with a question on relationships and their relation to staff retention in an acute perioperative environment.,False
A student relaxes with a book in a Cambridge park.,False
"The engine revved a bit in the lower gears, but was adjusted immediately by the guy with a knob.",False
"Overcome with hunger, the fox tore into the carcass with a fury, sending feathers scattering every which way.",False
"It's a powerful personal work by a man who still thinks for himself in an era of fear, conformity, and dehumanization.",False
In this poem the poet personifies his city during the last years in which he was able to live there.,False
"Later on that same day, an electrical short at the Farragut North station caused a fire on the tracks which shut down service three times over the course of the day.",True
That first batch of forgeries was in a suitcase and the two gentlemen that disappeared in the night were both Japanese.,False
"Rachael, Katie and Chloe enjoy the wriggle of worms from the worm farms they built on an excursion to Jells Park in Glen Waverley.",False
The exotic species are imported into the country illegally.,False
The gist of his message was that the religious social structure was in crisis and should be saved.,False
"Just the thought of the delicate flavours of rose and vanilla, combined with a slightly tart raspberry jelly was enough to get me running through the larder in search of the necessary ingredients.",False
"The events at the trial caused the dissolution of the Communist League, and a general dampening of revolutionary activity.",True
The bat moves its wings like we move our fingers.,False
"This exhibition looks at the dynamic connections that occurred from the mid-1960s to the mid-1970s with a display of early media works presented alongside related drawings, prints, and photographs.",False
The contamination was caused by residues of the aromatic hydrocarbons.,True
"Asthma is a disease of the respiratory system, which causes swelling and narrowing of the airways.",True
A month ago a request arrived from an American environmental consulting firm.,False
This invertebrate builds armor from coconut halves.,False
"The exhibit features the winning designs in both the professional and student categories, as well as other outstanding entries.",False
The disease most often starts in the palm of the hand at the base of the ring or small fingers.,False
"The purpose of this funding, a memo from the chairman of RJ Reynolds shows, was to ""refute the criticisms against cigarettes"".",False
My hand was resting on the arm of the chair.,False
The ride starts at the large Bryce Canyon National Park boundary sign on Hwy 63.,False
"One design shows a farmer with a hoe and reads ""Genuine Dirt Farmer Descendant"".",False
The World Health Organization co-sponsored a meeting on avian influenza and human pandemic influenza.,False
The air was pressed from his lungs; it felt like millions of electrodes were attached to his neural system.,False
"As Iran's press continues to digest the election results, conservative and reformist outlets condemn perceived US interference.",False
"The lyrics point toward sexual politics, and the lack of understanding between boys and girls.",False
The incident was caused by the entry of high pressure gas from a deep formation that got confined in the porthole of the well.,True
"First found in Old Castile in the heart of Spain, where the name originated in Visigothic times.",False
"The imbalance caused a torque on the moon that acted to synchronize its rotation with its orbit, so that one side is always facing the earth.",True
Pipe bombs have been thrown into two parked cars in Londonderry.,False
"No centralized timer exists, so the standard synchronizes all timers to the timer of the fastest-running clock in the BSS.",False
Today Miguel Cotto is receiving a rain of offers to keep fighting.,False
The Dean of the Faculty is the chief academic officer of the college and has primary responsibility for matters of academic policy that affect the Faculty and for the educational consequences of the academic budget.,False
The robbers ran away from the scene as he drove away and called his employer to report the incident.,False
"The core of the city state, regarded as a trading entity, is a body of specialized traders engaged in external trade.",False
The officer threw a prisoner into a cell.,False
Those early studies were directed toward examining the spring vegetation green-up and subsequent summer and fall dry-down.,False
"A catfish, some fish that have spawned eggs and an anglerfish is all I can remember.",False
"In contrast, I first learned of Steve's existence through an observation by a clique of Bursley Dorm acquaintances I used to dine with that same year.",False
Yet this signing statement issued by the president yesterday is the clearest signal yet that the administration wants to hold this option in reserve.,False
"With the help of its diaspora, China has won the race to be the world's factory.",False
"Synaesthesia literally means ""union of the senses"" and is defined as the stimulation of one sensory modality by another (e.g., sound by vision).",False
Boston University biomedical engineers have devised a method for making future genome sequencing faster and cheaper.,False
They leaked oil into the radiator.,False
Other parameters were as described in the text.,False
The medicine was given to the patient.,False
"This intermixed rookery of glossy ibis, herons, and egrets first established itself on Sheffield Island in 1961 with 28 nesting pairs.",False
"Almost suddenly, I was overcome with an uncontrollable fear which was triggered by the death of my friend.",True
The operator moved the data into the text box from the database table column.,False
My view of how the brain works is rooted in an evolutionary perspective that moves from the fact that our mental life reflects the actions of many.,True
The singer demonstrates his sensitivity during the song by suggesting that he would bring flowers.,False
212 vehicles were brought into this city under personal imports.,False
Most of the discussion has been about the words he used.,False
The waverider design was evolved from work done in the U.K. in the 1950's and early 1960's on winged atmosphere re-entry vehicles.,False
The county replaces the mailbox with a standard metal mailbox acceptable for delivery of mail by the United States.,False
"Among the first to survey the devastation caused by the April earthquake, the team discusses what they observed and learned from the damaged buildings.",True
"Known by the medical field as tinea cruris, jock itch is a persistent reddish, flaky, and itchy rash in the groin and around the anus caused by a fungal imbalance on the skin.",True
The hockey fans have gone into hiding.,False
"The chapters included in the book are the ""core"" of this fundamental handbook on heterogeneous catalysis.",False
We have seen that many software patents covering well-known algorithms and techniques hinder the software industry in the United States of America and around the world.,False
Lots of people were having picture taking sessions at the big patch of yellow flowers in Showa Kinen.,False
The statue was inside a bamboo box.,False
We observed that a box was actually placed inside the cornerstone with a variety of artifacts and documents commemorating the event and the history of Savannah.,False
Many of the larger teeth in the back of your jaws have two or three roots.,False
"Each time a neuron unleashes its tiny jolt, it needs to replenish its stores of energy for the next spark.",True
The cells inside a nested table are isolated from changes made to the outer table.,False
We have thrown the balls into the basket.,False
The same rule governs the use of the reversed and the monochrome versions of the logo.,False
"In particular, the ""historical inevitability"" of a united proletariat of various nationalities was understood as a state interest.",False
The teenage boys were dragged into the fighting at school.,False
The eighth and finest album by this heady band from Baltimore revels in the joy of musical experimentation and sonic surprise.,False
"The dean of the faculty, Rajiv Vohra, is a senior member of the University's academic administration and is directly responsible for the recruitment, retention and development of University faculty, working closely with the dean of medicine and biological sciences, who has those responsibilities within the Division of Biology and Medicine.",False
A man who tried to cool out his hyper cat by stuffing the animal into a boxlike homemade bong faces cruelty charges.,False
"Her split skirt was in a trunk of clothing that still hadn't arrived from Washington, but she looked forward to the freedom.",False
Electricians start by reading maps - called blueprints - that show how electricity flows.,False
El Salvador prison officials have detained a woman who was caught trying to smuggle a military grenade hidden inside a canister in her vagina during a jail visit.,False
Eight yachts have arrived into the harbor.,False
"The thick slab of spiced ham was the best part of this year's new breakfast sandwich; the salty meat was griddled to a crisp, nut-brown sear, and it outshone the surrounding egg, cheese, and bun.",False
"Here are the amazing arrangements from this months demonstrator, fantastic, brilliant and stunning.",False
"Cavalry consisted of cuirassiers, dragoons and chevauxlegers.",False
"Donovan McNabb threw a 13-yard touchdown pass to Jason Avant, a hookup of two Chicago products, as the Philadelphia Eagles took a 10-0 lead over the Chicago Bears after one quarter Sunday night.",False
A sewer cover showing the Mets and Yankees logos.,False
The only escape I had now was in a bottle.,False
New emails arrive into my mail box every 1 min; this includes a lot of spam.,False
Take Me to the Edge is a British reality series investigating global rites of passage.,False
"The first native tea wares were those made in the early thirteenth century by the potter To-shiro at his kiln in Seto, Aichi prefecture.",False
"The drain was only half way through the bale wall, so when it stormed, the water poured right into the straw-bales.",False
The show offers a constructive discussion of a hot-button topic with leading M&A experts.,False
"After 2000, his research has concerned environmental issues in South Africa.",False
Collapsing commodity prices have pushed the farmer into poverty.,False
The crocodile has a lump on his snout.,False
Questions about Pullman's plans for new His Dark Materials' books reveal that the author has just finished a short book.,False
The cough syrup was in a bottle on a shelf in the kitchen.,False
"I have inserted various cartridges into that old printer, but still the printer is not working.",False
"The Chicago museum dug a pit in front of the building and built a new display area for the Zephyr, where it could be displayed year-round.",False
"The United States has laws that limit magazine size, too.",False
Tsunamis are caused by the sudden displacement of large volumes of water.,True
Radial mixing processes have transported such material into outer disc regions.,False
Scientists have revealed how environmental irritants such as air pollution and cigarette smoke which cause coughing in people.,True
The accommodation comprises a newly redecorated office floor on the third floor.,False
When I first arrived in Italy I was amazed to find that they sell wine in a carton.,False
"At one time, most of Europe's ammonia was produced from the Hydro plant at Vemork, via the electrolysis route.",False
His speech was a summary of known problems.,False
"The blisters are caused by antibodies against desmogleins (Dsgs), which are glycoproteins present in the junctions between skin cells.",False
Below is a code snippet for creating a timestamp from formatted date date.,False
"Jomini speaks of an entire division of pikemen at Reunion-sur-Oise, as the Re- volution rechristened Guise.",False
Additional colors were screen printed and the book was enclosed in a mock alligator slipcase.,False
"During this transport, over about 10 kilometres, the Herschel spacecraft was placed inside the payload transport container.",False
The photographer journeyed into America's heartland as a lone artist.,False
Aretus fetched water from the house in a ewer that had a flower pattern on it.,False
"The pipeline that the gas leaked from belongs to Puyang company, and was constructed by Nanjing Sanye utility installment company.",False
The recent decline has been caused by the environmentally-induced collapse of fish catches from the Black Sea.,True
Policemen were seen breaking up a road block put up by fishermen.,False
I'm 5ft10 and the jacket reaches about halfway down the fly of my jeans.,False
"Finally, next to the handle is the knob of the bat, a wider piece that keeps the bat from sliding out of a batter's hands.",False
"The athlete starts in the three-point stance, and explodes out 5 yards to his right.",False
It is a free online resource documenting Pennsylvania political election results dating back to 1796.,False
A former NHS worker revealed that understaffed maternity wards are sinking into chaos.,False
One ounce of pure gold was sealed in a quartz tube and a section of 5-mm inside diameter quartz tube was sealed on the quartz-gold tube.,False
"This radar system contains two tower-shaped antennas shown in Figure 1, one is to transmit pulsed waves and the other is to receive reflected waves.",False
"I've been in Thanksgiving preparation mode since last week, and when I saw her post on homemade cranberry jelly, I knew I was going to try it.",False
"The second man, who struck him with a paving stone, was accordingly discharged.",False
The world we live in is rooted in an infinite life.,False
"Chocolates, junk food, dirty skin, and stress cause acne.",True
There were two wounds on the surface and one was the exit wound of the gunshot from the victim's left forearm.,False
"Part of the seam had been opened up and a roasting pan filled with wet spaghetti, cherry pie filling and jello was put inside.",False
"In 1792, the emperor issued a 29-point decree which appeared to tighten Qing control over Tibet.",False
"Put at its simplest, the injection molding machine contains a reservoir of hydraulic oil which is pumped by an electrically- driven pump at high pressure.",False
The first box that arrived at Shirley Shupp's door was filled with braces to help with her arthritis.,False
The most disturbing moment arrives five minutes from the end.,False
"I ended up going to the doctor, although it was just coughing from allergies.",True
"Three times (every 1200 years), the gods were distressed by the disturbance from human overpopulation.",True
The furniture industry constitutes of one the most important sectors of the Polish economy.,False
Four people died after their vehicle crashed into the support pillar of an overhead bridge in Cheras.,False
"The announcement of the game caused a stir on the web yesterday, with the Weekly Standard launching a protest campaign encouraging readers to e-mail Microsoft and T-Enterprise, the out-of-its-depth company that had hired actual Gitmo detainee Moazzam Begg as a consultant on the game.",True
The fat and cholesterol cause heart disease; the animal protein causes cancer.,True
The glow from the blacksmith's forge led civilization from the dark ages and brought humankind to the standard of living enjoyed today.,False
UK-based Master of Malt stocks the finest straight wheat whisky.,False
The queen deposits each egg in a cell prepared by the worker bees.,False
I have put these images into my web page.,False
He got an idea of the depth of the shear layer by observing the extent of the sideways turbulence at the stern of the boat.,False
An investment firm co-founded by the head of the Obama administration's auto task force is under scrutiny in an investigation into what authorities allege was a pay-to-play scheme involving the New York state pension fund.,False
Approximately three dozen bus lines operate from the port authority bus terminal located between Eighth and Ninth Avenues and 40th to 42nd Streets.,False
The guard pushes the passports back with a chuckle and ignores them.,False
The second gold electrode was pressed from the top onto the pellet by a screw in order to ensure optimum contact.,False
"In about 985 the Seljuk clan split off from the bulk of the Tokuz-Oghuz, a confederacy of nine clans long settled between the Aral and Caspian Seas, and set up camp on the right bank of the lower Syr Darya (Jaxartes), in the direction of Jend, near Kzyl Orda in present day south-central Kazakhstan where they were converted to Islam.",False
"In Berlin, the communists threw up a wall of barbed wire and stone to block the exit of freedom-seeking Germans.",False
Danger is part of the Palestinian journalist's daily routine.,False
The Revealer is an online journal of media criticism related to the subject of religion in the press.,False
We then placed the tube in a beaker of iodine water.,False
"This elite formation comprised of several regiments: Lifeguard dragoons, Lifeguard uhlans, Lifeguard hussars, and Lifeguard cossacks.",False
Eco-Friendly tomatoes grown in a portable pail are moved inside and continue to produce delicious tomatoes even when summer is just a hearth-side.,False
The guard did his job with a scowling look on his face.,False
A method for computing the deformation of the crust caused by the filling of large lakes.,True
"I had been constipated for over 30 years, had significant sleep requirements (average 9+ hours a night), and had recurring headaches from fatigue and allergies.",True
A constable of ravens is stationed at the Tower of London.,False
"Third, the user places his non-dominant index finger in the pin of the grenade while maintaining a firm grasp on the body of the grenade.",False
"Orion, a giant stellar nursery which has spawned roughly 20,000 low-mass stars like the sun in the last 10 million years, also harbors a handful of massive type O and B stars that emit blowtorch-like radiation.",False
Social breakdown and poverty caused by civil war in several African countries has caused further increases in the rate of prostitution in those countries.,True
"Advanced XML Converter has a wizard driven interface for converting xml files into HTML, CSV, DBF and XLS formats with ease.",False
The body was in a trunk of a vehicle.,False
The technical terms are defined in the glossary section of this document.,False
"Instead of sounding self-centered, the remark came from a person who is confused and unaccustomed to anything but personal success.",False
"A congressman from the state of Texas, presented a bill regulating interstate commerce carried on railways.",False
The opening lay just below the exit of the left subclavian artery from the arch.,False
"New York is a weekly magazine concerned with the life, culture, politics, and style of New York City.",False
These are the walls of the Byzantine fortress that surrounds the Acropolis of Lindos on the Island of Rhodes.,False
A model maker is a professional craftsperson who creates a 3-dimensional representation of a design or concept.,False
"As the initial drug-loading was increased, the drug release from the matrix was decreased.",False
"The Postmodernism Generator was written by Andrew C. Bulhak using the Dada Engine, a system for generating random text from recursive grammars.",False
The queen was put inside her cage and then placed in the box with a bunch of worker bees four days ago.,False
We accepted the claim that issued forth from the usual quarters.,False
He places the bolt in the receiver so that it fits under the retaining rail as the bolt handle engages the groove in the bolt.,False
The full press release from the studio is pasted at the bottom of this post.,False
"Since hunger and poverty cause violence and unrest, the solution must be found in other than military action.",True
"However, recent research demonstrates that most ulcers of the duodenum are caused by an infectious agent named Helicobacter pylori or H. pylori.",True
"The discipline of political science revolves around government, public policy and ethics, foreign politics, law and judicial process.",False
The states are divided into smaller counties.,False
My second question is regarding the sale of bones and hide of tigers going on in Delhi.,False
All of the products grown by the defendant are grown either under glass or in special plots of ground.,False
"Thus, the fisherman bought his own boat in 1991, after renting one many years.",False
"To alleviate the inconvenience caused by the fence, the Cabinet approved a plan to construct 11 passages through the barrier to facilitate movement in and out of the city.",True
The sound waves cause disorientation and nausea.,True
The sweetcorn produced a massive box of earwig filled sweet cobs.,False
"A chocolate maker, on the other hand, is the person who physically creates the couverture from cacao beans and other ingredients.",False
"These images were found in a reliquary installed inside the Three-story Pagoda at the Monastic Site of Hwangboksa in Guhwang-dong, Gyeongju in 1942.",False
